,distorted_filename,reference_filename,FVVHD,DISTS,SSIM,GMSD,MOS,DoMOS,DMOS,Buike MOS,Shihao Score,Xu MOS,Prof MOS,buike MOS2,AvgMOS,pSNR Score,Average_PSNR,Contrique_score,WaDiQaM_score,CompressVQA,PSNR_Score,MS-SSIM_Score,LPIPS_Score,WaDiQa_score,LPIPS_Score_vgg,PLCC,SROCC,KROCC,scene,NeRF-DISTS
37,m60_mipnerf360.mp4,m60_reference.mp4,3.3308,0.140902333458265,0.36138,0.27495,3.2414,3.2446589621572595,36.259,2.0,4,3,3.0,2.5,3.0,28.8584145058832,14.731239623035725,0.2035448287924129,0.433902341127396,1.72228276729584,28.8584145058832,0.395485934892372,0.393520971760154,43.3902341127396,0.48124722391367,,,,m60,6.553495
38,playground_nerfacto.mp4,playground_reference.mp4,4.6069,0.125156960090001,0.52423,0.20322,3.0427,3.20664400634489,37.3075,3.0,2,3,2.0,2.5,2.5,29.2444410761836,19.79096435280665,0.194250784367323,0.4582131402691199,1.84479749202728,29.2444410761836,0.4876734359383789,0.351849199533462,45.821314026912006,0.459273866514365,,,,playground,6.144209
39,truck_dvgo.mp4,truck_reference.mp4,4.6721,0.133330577611923,0.6331399999999999,0.20323,2.0598,3.00177656922728,42.958,2.0,3,2,2.0,2.0,2.25,29.808844255620897,19.896190624619265,0.224463282326857,0.432151274283727,2.18936920166016,29.808844255620897,0.606088688524861,0.344150133132935,43.21512742837271,0.3817220769325889,,,,truck,5.1264677
40,m60_nerfacto.mp4,m60_reference.mp4,4.5012,0.144976988186439,0.49837,0.24756,2.4530000000000003,2.7018626784500297,51.23,3.0,3,2,2.0,2.5,2.5,29.256406298599803,17.390511633644376,0.233234857022762,0.454427963122726,1.63157868385315,29.256406298599803,0.489715995368086,0.31096056116124,45.442796312272606,0.417766912654042,,,,m60,5.115846
41,truck_nerfplusplus.mp4,truck_reference.mp4,4.8202,0.149218274752299,0.64085,0.20494,2.3504,2.63031044640834,53.2035,1.0,3,2,2.0,2.0,2.0,29.8643353593753,19.99382659187986,0.214834726502498,0.446558263003826,2.2350697517395,29.8643353593753,0.610229984545199,0.319516042868296,44.65582630038261,0.396579262018204,,,,truck,5.2815375
42,playground_nerfplusplus.mp4,playground_reference.mp4,4.2946,0.166802299022675,0.534,0.21405,2.4397,2.3174529798323102,61.8325,2.0,3,3,2.0,1.5,2.5,29.2316438617597,19.54995878078323,0.2749395914872489,0.3690491525332129,1.44653415679932,29.2316438617597,0.501334579501676,0.450622453788916,36.90491525332129,0.513344133694967,,,,playground,4.840947
43,playground_dvgo.mp4,playground_reference.mp4,4.2927,0.173513961037,0.52456,0.20984,1.9573,2.15161568094267,66.4065,1.0,3,2,2.0,1.5,2.0,29.052860315564494,19.327184257365705,0.274520844916503,0.371162312428157,1.27162969112396,29.052860315564494,0.493847840481986,0.478001329104106,37.1162312428157,0.5225578309098879,,,,playground,4.9910483
44,train_nerfplusplus.mp4,train_reference.mp4,3.7485,0.211194563508034,0.46633,0.25122,2.0,2.03503285746658,69.622,1.0,3,2,1.0,1.0,1.75,28.1928731577862,15.455511418684967,0.237219370255868,0.385447109440962,1.04279267787933,28.1928731577862,0.48164898931645,0.42723086198171,38.5447109440962,0.495128757655621,,,,train,4.370065
45,train_dvgo.mp4,train_reference.mp4,3.0328,0.222325604557991,0.39416,0.27412,1.5776,1.53572626331294,83.3935,1.0,3,2,2.0,1.5,2.0,28.5062231216437,15.397868386612869,0.263767172793547,0.361408770531416,0.836176872253418,28.5062231216437,0.4337139740590771,0.526924980978171,36.1408770531416,0.534810174107552,,,,train,4.157744
46,m60_dvgo.mp4,m60_reference.mp4,3.8781,0.1946570803721749,0.46479,0.2581,1.906,1.3792250169952398,87.71,2.0,2,1,1.5,2.0,1.625,28.925724726445303,16.363567838884727,0.293062154203653,0.35803608999898,1.24403417110443,28.925724726445303,0.475154815412235,0.443068090702097,35.803608999898,0.477393175909917,,,,m60,3.8281126
47,m60_nerfplusplus.mp4,m60_reference.mp4,4.1499,0.217927337934573,0.47471,0.25206,1.3707,1.23981871742579,91.555,1.0,4,1,2.0,1.0,2.0,29.069917138446804,16.801246522855767,0.2861683287968239,0.371232841660579,1.3773845434188798,29.069917138446804,0.478948292109826,0.413541455194354,37.1232841660579,0.487591220811009,,,,m60,3.7657168
